ID	label_en	synonym_en	label_ja	synonym_ja
NANDO:1200583	[指定] Diffuse cerebral hypomyelination with cerebellar atrophy and hypoplasia of the corpus callosum	ＨＣＡＨＣ	[指定] 小脳萎縮と脳梁低形成を伴うび漫性大脳白質形成不全症	
NANDO:1200584	[指定] Hypomyelination and congenital cataract	HCC	[指定] 先天性白内障を伴う髄鞘形成不全症	
NANDO:1200585	[指定] Ataxia, delayed dentition, and hypomyelination syndrome	ADDH	[指定] 失調、歯牙低形成を伴う髄鞘形成不全症	
NANDO:1200586	[指定] Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, and Hirschsprung disease	PCWH	[指定] 脱髄型末梢神経障害、中枢性髄鞘形成不全症、ワーデンバーグ症候群、ヒルシュスプルング病	脱髄型末梢神経障害、中枢性髄鞘形成不全症、Waardenburg症候群、Hirschsprung病
NANDO:1200587	[指定] Dravet syndrome	Dorabe syndrome	[指定] ドラベ症候群	
NANDO:1200588	[指定] Mesial temporal lobe epilepsy with bilateral hippocampal sclerosis	Mesial temporal lobe epilepsy with hippocampal sclerosis	[指定] 海馬硬化を伴う内側側頭葉てんかん	
NANDO:1200589	[指定] Myoclonic absence epilepsy	Epilepsy with myoclonic absence | EMA	[指定] ミオクロニー欠神てんかん	
NANDO:1200590	[指定] Epilepsy with myoclonic atonic seizures	Epilepsy with myoclonic cataplexy	[指定] ミオクロニー脱力発作を伴うてんかん	
NANDO:1200591	[指定] Lennox-Gastaut syndrome		[指定] レノックス・ガストー症候群	Lennox-Gastaut症候群
NANDO:1200592	[指定] West syndrome	Infantile spasms	[指定] ウエスト症候群	点頭てんかん | West症候群
NANDO:1200593	[指定] Ohtahara syndrome	Early infantile epileptic encephalopathy with suppression burst	[指定] 大田原症候群	早期乳児てんかん性脳症
NANDO:1200594	[指定] Early myoclonic encephalopathy		[指定] 早期ミオクロニー脳症	EME
NANDO:1200595	[指定] Epilepsy of infancy with migrating focal seizures	Infant epilepsy with migratory focus seizure | Migrating partial seizures in infancy | EIMFS	[指定] 遊走性焦点発作を伴う乳児てんかん	
NANDO:1200596	[指定] Hemiconvulsion-hemiplegia-epilepsy syndrome	One side convulsions, hemiplegia epilepsy syndrome | HHE	[指定] 片側痙攣・片麻痺・てんかん症候群	
NANDO:1200597	[指定] Ring chromosome 20 syndrome	Ring chromosome 20 epilepsy syndrome	[指定] 環状20番染色体症候群	
NANDO:1200598	[指定] Rasmussen's encephalitis	Rasmussen encephalitis	[指定] ラスムッセン脳炎	Rasmussen脳炎
NANDO:1200599	[指定] PCDH19-related syndrome	PCDH19 epilepsy | PCDH19-related epilepsy | Epilepsy and mental retardation limited to females | EFMR	[指定] ＰＣＤＨ19関連症候群	PCDH19関連てんかん
NANDO:1200600	[指定] Acute encephalitis with refractory, repetitive partial seizures	Refractory frequent partial seizures intussusception acute encephalitis | AERRPS	[指定] 難治頻回部分発作重積型急性脳炎	
NANDO:1200601	[指定] Epileptic encephalopathy with continuous spike-and-wave during sleep	Epilepsy with continuous spikes and waves during slow sleep	[指定] 徐波睡眠期持続性棘徐波を示すてんかん性脳症	
NANDO:1200602	[指定] Landau-Kleffner syndrome	Acquired aphasia with convulsive disorder	[指定] ランドウ・クレフナー症候群	Landau-Kleffner症候群
NANDO:1200603	[指定] Rett syndrome		[指定] レット症候群	Rett症候群
NANDO:1200604	[指定] Typical Rett syndrome		[指定] 典型的レット症候群	典型的Rett症候群
NANDO:1200605	[指定] Atypical Rett syndrome		[指定] 非典型的レット症候群	非典型的Rett症候群
NANDO:1200606	[指定] Sturge-Weber syndrome		[指定] スタージ・ウェーバー症候群	
NANDO:1200607	[指定] Tuberous sclerosis complex	Tuberous sclerosis | TSC	[指定] 結節性硬化症	
NANDO:1200608	[指定] Xeroderma pigmentosum	XP	[指定] 色素性乾皮症	
NANDO:1200609	[指定] Congenital ichthyosis		[指定] 先天性魚鱗癬	
NANDO:1200610	[指定] Keratinopathic ichthyosis		[指定] ケラチン症性魚鱗癬	
NANDO:1200611	[指定] Autosomal dominant epidermolytic ichthyosis		[指定] 常染色体優性表皮融解性魚鱗癬	
NANDO:1200612	[指定] Autosomal recessive epidermolytic ichthyosis		[指定] 常染色体劣性表皮融解性魚鱗癬	
NANDO:1200613	[指定] Superficial epidermolytic ichthyosis		[指定] 表在性表皮融解性魚鱗癬	
NANDO:1200614	[指定] Harlequin ichthyosis		[指定] 道化師様魚鱗癬	
NANDO:1200615	[指定] Autosomal recessive congenital ichthyosis excluding harlequin ichthyosis		[指定] 道化師様魚鱗癬以外の常染色体劣性遺伝性魚鱗癬	
NANDO:1200616	[指定] Congenital ichthyosiform erythroderma	Non-bullous congenital ichthyosiform erythroderma	[指定] 先天性魚鱗癬様紅皮症	
NANDO:1200617	[指定] Lamellar ichthyosis		[指定] 葉状魚鱗癬	
NANDO:1200618	[指定] Ichthyosis syndrome		[指定] 魚鱗癬症候群	
NANDO:1200619	[指定] Netherton syndrome		[指定] ネザートン症候群	Netherton症候群
NANDO:1200620	[指定] Sjögren-Larsson syndrome	Sjogren-Larsson syndrome	[指定] シェーグレン・ラルソン症候群	Sjögren-Larsson症候群
NANDO:1200621	[指定] Keratitis-ichthyosis-deafness syndrome	KID syndrome	[指定] KID症候群	
NANDO:1200622	[指定] Dorfman-Chanarin syndrome	Chanarin-Dorfman Syndrome	[指定] ドルフマン・シャナリン症候群	Dorfman-Chanarin症候群
NANDO:1200623	[指定] Neutral lipid storage disease with ichthyosis	Ichthyotic neutral lipid storage disease | NLSDI	[指定] 中性脂肪蓄積症	
NANDO:1200624	[指定] Multiple sulfatase deficiency		[指定] マルチプルスルファターゼ欠損症	多発性スルファターゼ欠損症
NANDO:1200625	[指定] Recessive X-linked ichtyosis		[指定] X連鎖性劣性魚鱗癬症候群	
NANDO:1200626	[指定] Ichthyosis, brittle hair, impaired intelligence, decreased fertility and short stature	IBID	[指定] IBID	
NANDO:1200627	[指定] Trichothiodystrophy		[指定] 硫黄欠乏性毛髪発育異常症	Trichothiodystrophy
NANDO:1200628	[指定] Ichthyosis follicularis		[指定] 毛包性魚鱗癬	
NANDO:1200629	[指定] CHILD syndrome	Congenital hemidysplasia with ichthyosiform nevus and limb defects	[指定] CHILD症候群	
NANDO:1200630	[指定] Conradi Hünermann Happle syndrome	Conradi Hunermann Happle syndrome	[指定] Conradi-Hünermann-Happle 症候群	Conradi-Hünermann-Happle症候群
NANDO:1200631	[指定] Benign familial pemphigus	Hailey-Hailey disease | Familial benign chronic pemphigus	[指定] 家族性良性慢性天疱瘡	ヘイリー・ヘイリー病
NANDO:1200632	[指定] Pemphigoid (including Epidermolysis bullosa acquisita)	Pemphigoid	[指定] 類天疱瘡	
NANDO:1200633	[指定] Bullous pemphigoid		[指定] 水疱性類天疱瘡	
NANDO:1200634	[指定] Mucous membrane pemphigoid		[指定] 粘膜類天疱瘡	
NANDO:1200635	[指定] Epidermolysis bullosa acquisita		[指定] 後天性表皮水疱症	
NANDO:1200636	[指定] Acquired idiopathic generalized anhidrosis	Idiopathic acquired systemic anhidrosis | Idiopathic pure sudomotor failure | AIGA	[指定] 特発性後天性全身性無汗症	
NANDO:1200637	[指定] Oculocutaneous albinism	OCA	[指定] 眼皮膚白皮症	
NANDO:1200638	[指定] Hermansky-Pudlak syndrome	HPS	[指定] ヘルマンスキー・パドラック症候群	Hermansky-Pudlak症候群
NANDO:1200639	[指定] Chédiak-Higashi syndrome	CHS	[指定] チェディアック・東症候群	
NANDO:1200640	[指定] Griscelli syndrome		[指定] グリセリ症候群	Griscelli症候群
NANDO:1200641	[指定] Non-syndromic oculocutaneous albinism		[指定] 非症候型眼皮膚白皮症	非症候性眼皮膚白皮症
NANDO:1200642	[指定] Pachydermoperiostosis	PDP	[指定] 肥厚性皮膚骨膜症	
NANDO:1200643	[指定] Pseudoxanthoma elasticum	PXE	[指定] 弾性線維性仮性黄色腫	PXE
NANDO:1200644	[指定] Marfan syndrome		[指定] マルファン症候群	Marfan症候群
NANDO:1200645	[指定] Ehlers-Danlos Syndrome	EDS	[指定] エーラス・ダンロス症候群	
NANDO:1200646	[指定] Ehlers-Danlos syndrome, classical type	classical EDS	[指定] 古典型エーラス・ダンロス症候群	
NANDO:1200647	[指定] Ehlers-Danlos syndrome, hypermobility type	Hypermobile EDS	[指定] 関節型エーラス・ダンロス症候群	
NANDO:1200648	[指定] Ehlers-Danlos syndrome, vascular type	Vascular EDS	[指定] 血管型エーラス・ダンロス症候群	
NANDO:1200649	[指定] Ehlers-Danlos syndrome, kyphoscoliotic type	Kyphoscoliosis EDS	[指定] 後側彎型エーラス・ダンロス症候群	
NANDO:1200650	[指定] Ehlers-Danlos syndrome, arthrochalasis type	Arthrochalasia EDS	[指定] 多発関節弛緩型エーラス・ダンロス症候群	
NANDO:1200651	[指定] Ehlers-Danlos syndrome, dermatosparaxis type	Dermatosparaxis EDS	[指定] 皮膚脆弱型エーラス・ダンロス症候群	
NANDO:1200652	[指定] Dermatan 4-O-sulfotransferase 1 deficient Ehlers-Danlos syndrome		[指定] デルマタン4-O-硫酸基転移酵素-1欠損型エーラス・ダンロス症候群	
NANDO:1200653	[指定] Menkes disease		[指定] メンケス病	
NANDO:1200654	[指定] Occipital horn syndrome		[指定] オクシピタル・ホーン症候群	
NANDO:1200655	[指定] Wilson disease		[指定] ウィルソン病	Wilson病
NANDO:1200656	[指定] Hypophosphatasia		[指定] 低ホスファターゼ症	
NANDO:1200657	[指定] VATER syndrome	VATER association	[指定] VATER症候群	
NANDO:1200658	[指定] Nasu-Hakola disease		[指定] 那須・ハコラ病	
NANDO:1200659	[指定] Weaver syndrome		[指定] ウィーバー症候群	Weaver症候群
NANDO:1200660	[指定] Coffin-Lowry syndrome		[指定] コフィン・ローリー症候群	Coffin-Lowry症候群
NANDO:1200661	[指定] Joubert syndrome and related disorders	Cerebro-oculo-hepato-renal syndrome	[指定] ジュベール症候群関連疾患	
NANDO:1200662	[指定] Arima syndrome		[指定] 有馬症候群	
NANDO:1200663	[指定] Mowat-Wilson syndrome		[指定] モワット・ウィルソン症候群	Mowat-Wilson症候群
NANDO:1200664	[指定] Williams syndrome		[指定] ウィリアムズ症候群	Williams症候群
NANDO:1200665	[指定] ATR-X syndrome	Alpha-thalassemia/mental retardation syndrome | X-linked a-thalassemia/intellectual disability syndrome	[指定] ATR-X症候群	X連鎖αサラセミア・精神遅滞症候群
NANDO:1200666	[指定] Crouzon's syndrome	Crouzon syndrome	[指定] クルーゾン症候群	Crouzon症候群
NANDO:1200667	[指定] Apert syndrome		[指定] アペール症候群	Apert症候群
NANDO:1200668	[指定] Pfeiffer syndrome		[指定] ファイファー症候群	Pfeiffer症候群
NANDO:1200669	[指定] Antley-Bixler syndrome	Antley-Bixler Syndrome Phenotype	[指定] アントレー・ビクスラー症候群	
NANDO:1200670	[指定] Coffin-Siris syndrome		[指定] コフィン・シリス症候群	Coffin-Siris症候群
NANDO:1200671	[指定] Rothmund-Thomson syndrome		[指定] ロスムンド・トムソン症候群	
NANDO:1200672	[指定] Kabuki syndrome		[指定] 歌舞伎症候群	
NANDO:1200673	[指定] Polysplenia syndrome		[指定] 多脾症候群	
NANDO:1200674	[指定] Asplenia syndrome		[指定] 無脾症候群	
NANDO:1200675	[指定] Branchio-oto-renal syndrome	BOR syndrome	[指定] 鰓耳腎症候群	BOR症候群
NANDO:1200676	[指定] Werner syndrome		[指定] ウェルナー症候群	
NANDO:1200677	[指定] Cockayne syndrome		[指定] コケイン症候群	Cockayne症候群
NANDO:1200678	[指定] Prader-Willi syndrome		[指定] プラダー・ウィリ症候群	Prader-Willi症候群
NANDO:1200679	[指定] Sotos syndrome		[指定] ソトス症候群	Sotos症候群
NANDO:1200680	[指定] Noonan syndrome		[指定] ヌーナン症候群	Noonan症候群
NANDO:1200681	[指定] Young-Simpson syndrome		[指定] ヤング・シンプソン症候群	Young-Simpson症候群
NANDO:1200682	[指定] 1p36 deletion syndrome		[指定] １ｐ36欠失症候群	
NANDO:1200683	[指定] 4p deletion syndrome	4p-syndrome | Wolf-Hirschhorn syndrome	[指定] 4p欠失症候群	ウォルフ・ヒルシュホーン症候群
NANDO:1200684	[指定] 5p deletion syndrome	5p-syndrome	[指定] 5p欠失症候群	5p-症候群
NANDO:1200685	[指定] Paternal uniparental disomy of chromosome 14	No. 14 chromosome father disomy syndrome | Kagami-Ogata syndrome | Paternal uniparental disomy 14	[指定] 第14番染色体父親性ダイソミー症候群	
NANDO:1200686	[指定] Angelman syndrome		[指定] アンジェルマン症候群	Angelman症候群
NANDO:1200687	[指定] Smith-Magenis syndrome		[指定] スミス・マギニス症候群	Smith-Magenis症候群
NANDO:1200688	[指定] 22q11.2 deletion syndrome	Chromosome 22q11.2 deletion syndrome	[指定] 22q11.2欠失症候群	
NANDO:1200689	[指定] Emanuel syndrome		[指定] エマヌエル症候群	
NANDO:1200690	[指定] Fragile X syndrome related diseases	Fragile X-associated tremor/ataxia syndrome | Fragile X-associated disorders | Fragile X syndrome and associated disorders	[指定] 脆弱Ｘ症候群関連疾患	
NANDO:1200691	[指定] Fragile X tremor/ataxia syndrome	FXTAS	[指定] 脆弱 X 随伴振戦/失調症候群	
NANDO:1200692	[指定] Fragile X syndrome		[指定] 脆弱X症候群	
NANDO:1200693	[指定] Truncus arteriosus communis		[指定] 総動脈幹遺残症	
NANDO:1200694	[指定] Truncus arteriosus communis type I	Type I truncus arteriosus communis	[指定] 総動脈幹遺残症I型	総動脈幹遺残症（I型）
NANDO:1200695	[指定] Truncus arteriosus communis type II		[指定] 総動脈幹遺残症II型	総動脈幹遺残症（II型）
NANDO:1200696	[指定] Truncus arteriosus communis type III		[指定] 総動脈幹遺残症III型	総動脈幹遺残症（III型）
NANDO:1200697	[指定] Truncus arteriosus communis type IV		[指定] 総動脈幹遺残症IV型	総動脈幹遺残症（IV型）
NANDO:1200698	[指定] Corrected transposition of great arteries	Corrected transposition of the great arteries	[指定] 修正大血管転位症	
NANDO:1200699	[指定] Complete transposition of the great arteries	Complete TGA	[指定] 完全大血管転位症	
NANDO:1200700	[指定] Complete transposition of the great arteries (Group1)		[指定] 完全大血管転位症I型	完全大血管転位症（I型）
NANDO:1200701	[指定] Complete transposition of the great arteries (Group2)		[指定] 完全大血管転位症II型	完全大血管転位症（II型）
NANDO:1200702	[指定] Complete transposition of the great arteries (Group3)		[指定] 完全大血管転位症III型	完全大血管転位症（III型）
NANDO:1200703	[指定] Complete transposition of the great arteries (Group4)		[指定] 完全大血管転位症IV型	完全大血管転位症（IV型）
NANDO:1200704	[指定] Single ventricle	Univentricular heart	[指定] 単心室症	
NANDO:1200705	[指定] Hypoplastic left heart syndrome		[指定] 左心低形成症候群	
NANDO:1200706	[指定] Tricuspid atresia		[指定] 三尖弁閉鎖症	
NANDO:1200707	[指定] Pulmonary atresia with intact ventricular septum	Pulmonary atresia without ventricular septum defect	[指定] 心室中隔欠損を伴わない肺動脈閉鎖症	
NANDO:1200708	[指定] Pulmonary atresia with ventricular septal defect		[指定] 心室中隔欠損を伴う肺動脈閉鎖症	極型ファロー四徴症
NANDO:1200709	[指定] Tetralogy of Fallot	Fallot's Tetralogy	[指定] ファロー四徴症	
NANDO:1200710	[指定] Double outlet right ventricle		[指定] 両大血管右室起始症	
NANDO:1200711	[指定] Ebstein's anomaly	Ebstein anomaly | Ebstein's malformation | Ebstein malformation	[指定] エプスタイン病	Ebstein病 | Ebstein奇形
NANDO:1200712	[指定] Alport's syndrome	Alport syndrome	[指定] アルポート症候群	Alport症候群
NANDO:1200713	[指定] Galloway-Mowat syndrome		[指定] ギャロウェイ・モワト症候群	Galloway-Mowat症候群
NANDO:1200714	[指定] Rapidly progressive glomerulonephritis	Crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎	
NANDO:1200715	[指定] MPO-ANCA positive rapidly progressive glomerulonephritis	MPO-ANCA associated crescentic glomerulonephritis	[指定] 急速進行性糸球体腎炎（MPO-ANCA陽性）	
NANDO:1200716	[指定] PR3-ANCA positive rapidly progressive glomerulonephritis		[指定] 急速進行性糸球体腎炎（PR3-ANCA陽性）	
NANDO:1200717	[指定] Anti-GBM rapidly progressive glomerulonephritis		[指定] 急速進行性糸球体腎炎（抗GBM抗体陽性）	
NANDO:1200718	[指定] Goodpasture syndrome	Anti-glomerular basement membrane disease | Anti-GBM nephritis	[指定] 抗糸球体基底膜腎炎	グッドパスチャー症候群 | Goodpasture症候群
NANDO:1200719	[指定] Primary nephrotic syndrome		[指定] 一次性ネフローゼ症候群	
NANDO:1200720	[指定] Minimal change nephrotic syndrome	MCNS	[指定] 微小変化型ネフローゼ症候群	
NANDO:1200721	[指定] Membranous nephropathy		[指定] 膜性腎症	
NANDO:1200722	[指定] Focal segmental glomerulosclerosis	FSGS	[指定] 巣状分節性糸球体硬化症	
NANDO:1200723	[指定] Crescentic glomerulonephritis		[指定] 半月体形成性糸球体腎炎	
NANDO:1200724	[指定] Endocapillary proliferative glomerulonephritis		[指定] 管内増殖性糸球体腎炎	
NANDO:1200725	[指定] Primary membranoproliferative glomerulonephritis	Primary MPGN	[指定] 一次性膜性増殖性糸球体腎炎	
NANDO:1200726	[指定] Primary membranoproliferative glomerulonephritis type I	MPGN type I	[指定] 一次性膜性増殖性糸球体腎炎I型	
NANDO:1200727	[指定] Slight mesangial proliferative  glomerulonephritis	Mild MesPGN	[指定] メサンギウム細胞軽度増殖性糸球体腎炎	
NANDO:1200728	[指定] Moderate mesangial proliferative  glomerulonephritis	Moderate MesPGN	[指定] 中等度メサンギウム細胞増殖性糸球体腎炎	
NANDO:1200729	[指定] Chronic focal membranoproliferative glomerulonephritis type I	Chronic, focal MPGN type I	[指定] 慢性・巣状型膜性増殖性糸球体腎炎	
NANDO:1200730	[指定] Acute focal membranoproliferative glomerulonephritis type I	Acute, focal MPGN type I	[指定] 急性・巣状型膜性増殖性糸球体腎炎	
NANDO:1200731	[指定] Chronic diffuse moderate membranoproliferative glomerulonephritis type I	Chronic, diffuse, moderate MPGN type I	[指定] 軽度慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200732	[指定] Chronic diffuse non-lobular glomerulonephritis type I	Chronic, diffuse, non-lobular MPGN type I	[指定] 非分葉型慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200733	[指定] Chronic diffuse moderate membranoproliferative glomerulonephritis type I	Chronic, diffuse, moderate MPGN type I	[指定] 中等度慢性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200734	[指定] Acute diffuse endocapillary membranoproliferative glomerulonephritis type I	Acute, diffuse, endocapillary MPGN type I	[指定] 管内増殖型急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200735	[指定] Acute diffuse moderate membranoproliferative glomerulonephritis type I	Acute, diffuse, moderate MPGN type I	[指定] 中等度急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200736	[指定] Acute diffuse marked membranoproliferative glomerulonephritis type I	Acute diffuse, marked MPGN type I	[指定] 高度急性・びまん型膜性増殖性糸球体腎炎	
NANDO:1200737	[指定] Lobular membranoproliferative glomerulonephritis type I	Lobular MPGN type I	[指定] 分葉型膜性増殖性糸球体腎炎	
NANDO:1200738	[指定] End-stage membranoproliferative glomerulonephritis type I	End stage MPGN type 1	[指定] 終末期型膜性増殖性糸球体腎炎	
NANDO:1200739	[指定] Primary membranoproliferative glomerulonephritis type II	Dense deposit disease | MPGN type II	[指定] 一次性膜性増殖性糸球体腎炎II型	デンスデポジット病
NANDO:1200740	[指定] Primary membranoproliferative glomerulonephritis type III	MPGN type III	[指定] 一次性膜性増殖性糸球体腎炎III型	
NANDO:1200741	[指定] Henoch-Schonlein purpura nephritis	Henoch-Schönlein purpura nephritis | HSPN	[指定] 紫斑病性腎炎	
NANDO:1200742	[指定] Congenital nephrogenic diabetes insipidus	Nephrogenic diabetes insipidus	[指定] 先天性腎性尿崩症	遺伝性腎性尿崩症
NANDO:1200743	[指定] Interstitial cystitis (Hunner type)	Interstitial cystitis | Interstitial cystitis with Hunner's ulcer	[指定] 間質性膀胱炎（ハンナ型）	
NANDO:1200744	[指定] Osler disease	Hereditary hemorrhagic telangiectasia | Hereditary haemorrhagic telangiectasia	[指定] オスラー病	遺伝性出血性末梢血管拡張症
NANDO:1200745	[指定] Bronchiolitis obliterans	Obliterating bronchiolitis	[指定] 閉塞性細気管支炎	
NANDO:1200746	[指定] Pulmonary alveolar proteinosis	PAP	[指定] 肺胞蛋白症	
NANDO:1200747	[指定] Autoimmune pulmonary alveolar proteinosis	aPAP	[指定] 自己免疫性肺胞蛋白症	自己免疫性PAP
NANDO:1200748	[指定] Idiopathic pulmonary alveolar proteinosis	I-PAP	[指定] 特発性肺胞蛋白症	
NANDO:1200749	[指定] Secondary Pulmonary Alveolar Proteinosis	S-PAP	[指定] 続発性肺胞蛋白症	
NANDO:1200750	[指定] Congenital alveolar proteinosis	Congenital pulmonary alveolar proteinosis | C-PAP | Congenital PAP | Hereditary pulmonary alveolar proteinosis	[指定] 先天性肺胞蛋白症	先天性PAP
NANDO:1200751	[指定] Alveolar hypoventilation syndrome	AHS	[指定] 肺胞低換気症候群	
NANDO:1200752	[指定] Obesity hypoventilation syndrome	OHS	[指定] 肥満低換気症候群	
NANDO:1200753	[指定] Congenital central hypoventilation syndrome	CCHS	[指定] 先天性中枢性低換気症候群	
NANDO:1200754	[指定] Idiopathic central hypoventilation syndrome		[指定] 特発性中枢性低換気症候群	
NANDO:1200755	[指定] Alpha-1-antitrypsin deficiency	AATD | α-1-antitrypsin deficiency	[指定] α1-アンチトリプシン欠損症	
NANDO:1200756	[指定] Carney complex		[指定] カーニー複合	Carney複合
NANDO:1200757	[指定] Wolfram syndrome		[指定] ウォルフラム症候群	Wolfram症候群
NANDO:1200758	[指定] Peroxisomal disorder	Peroxisomal disease	[指定] ペルオキシソーム病	
NANDO:1200759	[指定] Peroxisome biogenesis disorders	PBD	[指定] ペルオキシソーム形成異常症	PEX遺伝子異常症
NANDO:1200760	[指定] Zellweger syndrome		[指定] ツェルベーガー症候群	Zellweger症候群
NANDO:1200761	[指定] Neonatal adrenoleukodystrophy		[指定] 新生児型副腎白質ジストロフィー	
NANDO:1200762	[指定] Infantile Refsum disease		[指定] 乳児レフサム病	
NANDO:1200763	[指定] Rhizomelic chondrodysplasia punctata type 1	RCDP type 1	[指定] 根性点状軟骨異形成症1型	
NANDO:1200764	[指定] Peroxisomal beta-oxidation enzyme deficiency	Peroxisomal β-oxidation enzyme deficiency	[指定] ペルオキシソームβ酸化系酵素欠損症	
NANDO:1200765	[指定] Peroxisomal acyl-CoA oxidase deficiency	Peroxisomal acyl-coenzyme A oxidase deficiency	[指定] アシル CoA オキシダーゼ欠損症 	AOX欠損症
NANDO:1200766	[指定] D-bifunctional protein deficiency		[指定] D-二頭酵素欠損症	DBP欠損症
NANDO:1200767	[指定] Sterol carrier protein 2 deficiency		[指定] ステロールキャリアプロテインX欠損症	SCPx欠損症
NANDO:1200768	[指定] Alpha-methylacyl-CoA racemase deficiency		[指定] ２-メチルアシルCoAラセマーゼ欠損症	AMACR欠損症 | 2-Methylacyl-CoA racemase欠損症
NANDO:1200769	[指定] Refsum disease		[指定] レフサム病	Refsum病
NANDO:1200770	[指定] Plasmalogen biosynthesis enzyme deficiency		[指定] プラスマローゲン合成系酵素欠損症	
NANDO:1200771	[指定] Rhizomelic chondrodysplasia punctata type 2	RCDP type 2	[指定] 根性点状軟骨異形成症２型	
NANDO:1200772	[指定] Rhizomelic chondrodysplasia punctata type 3	RCDP type 3	[指定] 根性点状軟骨異形成症３型	
NANDO:1200773	[指定] Primary hyperoxaluria type 1	PH1	[指定] 原発性高シュウ酸尿症I型	
NANDO:1200774	[指定] Acatalasemia	Acatalasaemia | Acatalasia	[指定] アカタラセミア	無カタラーゼ血症
NANDO:1200775	[指定] Hypoparathyroidism	Accessory thyroid hypergasia disease	[指定] 副甲状腺機能低下症	
NANDO:1200776	[指定] Pseudohypoparathyroidism		[指定] 偽性副甲状腺機能低下症	
NANDO:1200777	[指定] ACTH unresponsiveness	Adrenocorticotropic hormone unresponsiveness | Adrenocorticotropic hormone insensitivity | Adrenocorticotropin unresponsiveness	[指定] 副腎皮質刺激ホルモン不応症	ACTH不応症
NANDO:1200778	[指定] Vitamin D-resistant rickets/Vitamin D-resistant osteomalacia	Vitamin D Resistant Rickets / Osteomalacia	[指定] ビタミンＤ抵抗性くる病/骨軟化症	低リン血症性くる病・骨軟化症
NANDO:1200779	[指定] Vitamin D-resistant rickets		[指定] ビタミンＤ抵抗性くる病	
NANDO:1200780	[指定] Vitamin D-resistant osteomalacia		[指定] ビタミンＤ抵抗性骨軟化症	
NANDO:1200781	[指定] Vitamin D-dependent rickets / Osteomalacia	Vitamin D-dependent osteomalacia	[指定] ビタミンＤ依存性くる病/骨軟化症	
NANDO:1200782	[指定] Vitamin D-dependent rickets, type 1	VDDR 1 | VDDR-I	[指定] ビタミンD依存症１型	
NANDO:1200783	[指定] Vitamin D-dependent rickets, type 2	VDDR 2 | VDDR-II	[指定] ビタミンD依存症２型	
NANDO:1200784	[指定] Phenylketonuria	PKU | Hyperphenylalaninemia | HPA	[指定] フェニルケトン尿症	高フェニルアラニン血症
NANDO:1200785	[指定] Phenylalanine hydroxylase deficiency	PAH deficiency	[指定] フェニルアラニン水酸化酵素欠損症	PAH欠損症
NANDO:1200786	[指定] Tetrahydrobiopterin deficiency	BH4 deficiency	[指定] ビオプテリン代謝異常症	BH4欠損症
NANDO:1200787	[指定] Tetrahydrobiopterin-responsive hyperphenylalaninemia	BH4-responsive hyperphenylalaninemia | Tetrahydrobiopterin-responsive hyperphenylalaninaemia	[指定] BH4反応性高Phe血症	BH4反応性高フェニルアラニン血症
NANDO:1200788	[指定] Tyrosinemia type 1	Tyrosinaemia type 1	[指定] 高チロシン血症１型	
NANDO:1200789	[指定] Tyrosinemia type 2	Tyrosinaemia type 2	[指定] 高チロシン血症２型	
NANDO:1200790	[指定] Tyrosinemia type 3	Tyrosinaemia type 3	[指定] 高チロシン血症３型	
NANDO:1200791	[指定] Maple syrup urine disease	MSUD	[指定] メープルシロップ尿症	
NANDO:1200792	[指定] Propionic acidemia	Propionic acidaemia | PA	[指定] プロピオン酸血症	
NANDO:1200793	[指定] Methylmalonic acidemia	Methylmalonic acidaemia | MMA	[指定] メチルマロン酸血症	
NANDO:1200794	[指定] Methylmalonyl-Coenzyme A mutase deficiency	methylmalonyl-CoA mutase deficiency	[指定] コバラミン代謝異常（MCM欠損症）	
NANDO:1200795	[指定] Methylmalonic acidemia cblA type	Methylmalonic acidaemia cblA type	[指定] コバラミン代謝異常 cblA	
NANDO:1200796	[指定] Methylmalonic acidemia cblB type	Methylmalonic acidaemia cblB type	[指定] コバラミン代謝異常 cblB	
NANDO:1200797	[指定] Methylmalonic acidemia CblD type	Methylmalonic acidaemia CblD type	[指定] コバラミン代謝異常 cblD	
NANDO:1200798	[指定] Isovaleric acidemia	Isovaleric acidaemia	[指定] イソ吉草酸血症	
NANDO:1200799	[指定] Glucose transporter 1 deficiency	GLUT-1 deficiency | GLUT-1 DS	[指定] グルコーストランスポーター1欠損症	GLUT1欠損症
NANDO:1200800	[指定] Glutaric acidemia type 1	Glutaric acidaemia type 1 | Glutaryl-CoA dehydrogenase deficiency | GA1	[指定] グルタル酸血症１型	
NANDO:1200801	[指定] Glutaric acidemia type 2	Glutaric acidaemia type 2 | Multiple acyl-CoA dehydrogenase deficiency | GA2	[指定] グルタル酸血症２型	
NANDO:1200802	[指定] Urea cycle disorder		[指定] 尿素サイクル異常症	
NANDO:1200803	[指定] Carbamoyl phosphate synthetase I deficiency	CPS1 deficiency | CPS1D	[指定] CPSI欠損症	カルバミルリン酸合成酵素欠損症
